"","Area","Diameter","Height","Length","Major.Axis.Intensity","Major.Axis","Minor.Axis.Intensity","Minor.Axis","Perimeter","Spot.Area.Min","Thickness.Max","Thickness.Min","Width","Aspect.Ratio.Intensity","Aspect.Ratio","Circularity","Compactness","Elongatedness","Lobe.Count","Shape.Ratio","Symmetry.2","Symmetry.3","Symmetry.4","BDI.R3","BDI.R7","Contrast","Modulation","Spot.Count","Std.Dev","Ckit","Sca1","Region"
"37750",129,12.81917354,13,13,9.305980012,13.35389712,6.908874623,12.33333961,54,129,12,12,12,0.742412364,0.923576054,12.81762466,0.505490999,1.083333333,4,0.923076923,13.24001122,4.937809238,6.696120185,3571.999997,421.0000031,21.30232769,0.128802589,1,43.96942139,5787.90625,3356.669643,"R3+TPO"
"37766",278,18.8186112,20,20,14.51223284,20.26056837,13.13893894,17.50241656,78,278,18,16,17,0.90536991,0.86386602,14.24294088,0.541618708,1.176470588,1,0.8,4.915637782,4.701115614,1.728471222,10819,2640.999998,29.45145291,0.246872943,1,92.2989623,13238.87857,1294.657143,"R4+TPO"
"37826",136,13.16238609,13,13,7.327067231,13.53639565,6.569532433,12.77447741,56,136,14,12,13,0.896611458,0.943713359,14.84428057,0.490419719,1,1,0.923076923,5.523432155,7.145637479,3.340056206,5394,348,18.54124348,0.143859649,1,59.93010635,4504.308036,4496.183036,"R3+TPO"
"37852",277,18.78473428,19,19,15.56206238,19.18125225,13.773652,18.40479833,78,277,18,18,18,0.885078833,0.959520165,19.97063377,0.513142567,1.055555556,1,0.947368421,4.427234144,3.273114835,3.22077554,11443,4054.000001,35.23597746,0.232296492,1,84.41916701,8323.459559,1785.900735,"R4+TPO"
"38314",163,14.40983387,15,15,12.83610621,17.19335107,6.191237971,12.12917851,62,163,14,10,14,0.482329911,0.705457503,6.462332388,0.489393207,1.071428571,4,0.666666667,40.38206316,2.554559962,20.23678605,3670.999973,331.0000031,9.8323222,0.129053607,1,45.85556054,2750.504464,1375.276786,"R2+TPO"
"38395",278,18.8186112,19,19,16.04473027,19.8308318,15.00932108,17.87451012,76,278,18,16,17,0.935467336,0.901349489,17.92079379,0.435251711,1.117647059,1,0.842105263,6.707854249,4.646268855,0.53703986,8630.999945,22602.00014,47.08977362,0.285810356,1,109.0862681,9057.522059,1330.705882,"R4+TPO"
"38743",155,14.05176961,14,14,9.916246931,14.29232209,8.748490499,13.84426829,58,155,14,12,13,0.882238064,0.968650735,16.19839886,0.502454667,1.076923077,3,0.857142857,6.639610085,8.155651709,2.28995712,5940.000045,455.0000005,31.40800272,0.185088293,1,62.20571893,17485.21875,5137.334821,"R4+TPO"
"38750",221,16.77881588,17,17,13.19380525,17.36672572,11.89548298,16.21490668,70,221,16,14,16,0.901596071,0.933676672,17.12048785,0.483069952,1.0625,1,0.823529412,6.79731668,4.100813312,0.691292852,8007.999968,8171.999939,27.96944087,0.206549118,1,77.29381646,4103.17803,504.280303,"R1+TPO"
"38932",188,15.47547886,15,15,9.300305768,15.98374089,8.556025495,15.03089831,66,188,16,14,15,0.919972494,0.94038676,14.14011599,0.511008332,1,4,0.933333333,4.565103325,9.027232207,6.247738982,9724.999994,3591.000004,23.08615816,0.262402869,1,103.9657072,6015.040323,8557.626016,"R3+TPO"
"38989",132,12.967377,22,22,10.65775261,15.67425011,7.210034105,13.30310538,73,1,12,2,16,0.676506048,0.848723562,3.016368942,0.585087445,1.375,4,0.090909091,22.58896409,8.378031003,14.57992689,4394.999997,318,12.75119379,0.100917431,3,43.55145358,2275.1875,1992.293269,"R2+TPO"
"39038",180,15.14263395,17,17,12.81677468,17.11592317,11.02884481,14.03715488,70,180,14,10,14,0.860500796,0.820122569,6.58694787,0.625868505,1.214285714,4,0.588235294,13.24397107,13.89947896,9.493571883,9520.99999,1601.999993,17.23555996,0.162060302,1,58.89500073,8645.547619,4490,"R3+TPO"
"39072",156,14.09702503,14,14,9.736924589,14.52849121,8.786057844,13.67055788,58,156,14,12,13,0.902344243,0.940948216,17.14310028,0.490932981,1.076923077,3,0.857142857,4.33427026,7.763904388,4.127169372,5250.000002,2389.999995,22.40218201,0.157248157,1,60.68485264,4136.883929,2486.026786,"R2+TPO"
"39157",181,15.18463857,15,15,12.36647001,15.66791382,9.916010068,14.7621521,66,181,16,12,15,0.801846449,0.942190024,14.78102057,0.543268721,1,4,0.8,12.06460308,7.77226683,13.67746336,6058,527.9999957,12.49394115,0.104702194,1,35.94814206,17615.87879,8185.378788,"R4+TPO"
"39561",137,13.21068859,13,13,8.574044387,13.38874076,8.1561021,13.04585919,56,137,14,12,13,0.951254942,0.974390305,14.15657922,0.474149265,1,1,0.923076923,3.538287482,6.067528401,3.144615049,7720.000051,442.9999971,37.17324676,0.221451104,1,86.55762036,3964.175,695.625,"R1+TPO"
"39797",140,13.35454788,13,13,7.562440661,13.42981384,7.188801077,13.24488728,56,140,14,12,13,0.950592725,0.986230147,17.41244613,0.562245194,1,1,0.923076923,2.739146683,4.715176355,0.220449076,4928,312.0000029,14.39429245,0.153661465,1,58.02797487,2941.037037,1284.148148,"R2+TPO"
"39927",178,15.05827322,15,15,9.503042371,15.54671979,8.422555402,14.58974971,62,178,14,12,14,0.886300942,0.938445531,17.16681295,0.567142684,1.071428571,4,0.8,4.152289086,1.920454219,6.367422566,8404,406,17.78386033,0.169099757,1,67.99525352,5759.953125,3077.296875,"R3+TPO"
"40039",176,14.9734372,20,20,17.98940754,21.29643166,6.808435801,11.08059853,75,2,12,2,13,0.378469151,0.520303059,3.716595141,0.500340255,1.538461538,2,0.1,61.62526672,11.06326311,17.4647226,6377.000001,990.0000339,17.49472126,0.119300437,2,49.63702671,5568.976852,4431.833333,"R3+TPO"
"40047",126,12.66923653,13,13,8.947515046,13.03114815,6.995370797,12.33296406,56,126,14,12,13,0.781822748,0.946421905,12.56523461,0.535294329,1,4,0.923076923,11.93841773,7.916250705,5.939072885,3947.999989,379.9999971,21.93047899,0.142118863,1,52.62706013,3263.25,2416.3125,"R2+TPO"
"40118",136,13.16238609,16,16,14.59149016,17.66356183,6.207974434,10.4803475,62,136,10,6,12,0.42545171,0.593331492,3.777135726,0.37560259,1.333333333,2,0.375,56.73533327,11.61302934,4.159914667,3081.000001,661,12.13605401,0.100856955,1,41.9359315,11139.93333,840.7333333,"R4+TPO"
"40227",163,14.40983387,14,14,10.43146988,14.61831387,8.970465663,14.21576961,60,163,14,12,14,0.859942632,0.972463016,16.26864524,0.453388608,1,1,0.857142857,9.140641702,4.668133944,4.097440011,7398.000008,2657.999962,41.25941062,0.208413002,1,81.37402499,5587.465517,1095.060345,"R4+TPO"
"40260",146,13.63771466,13,13,9.278782765,13.72791391,8.577554485,13.52825556,56,146,14,12,13,0.924426695,0.985456032,18.51211101,0.464298615,1,1,0.923076923,4.652942737,4.153281306,2.201054883,4856.999981,783.9999905,16.97237837,0.139636819,1,47.6001655,6203.866667,3065.075,"R3+TPO"
"40263",251,17.88142117,23,23,16.22123089,22.98235262,12.40642875,14.36660805,79,251,14,6,14,0.764826592,0.625114769,5.023438776,0.313504368,1.642857143,4,0.260869565,24.9176585,4.169587822,13.76553135,9580.999994,18181.00001,99.72433371,0.414110429,1,127.4208759,144926.5483,1920.678977,"R4+TPO"
"40269",172,14.80230659,19,19,12.25663231,19.19070867,7.571039069,12.27447015,70,172,14,6,13,0.617709569,0.63960484,4.108207407,0.510140235,1.461538462,4,0.315789474,32.21568129,22.66535675,23.14802901,5816,590,12.38672186,0.122955784,1,44.59568494,9518.757813,7476.984375,"R3+TPO"
"40289",126,12.66923653,13,13,7.859555667,12.98595029,7.177381555,12.33871573,54,126,12,10,12,0.913204494,0.95015886,15.11176584,0.554135244,1.083333333,1,0.769230769,5.05947312,3.098413043,2.311627476,4651.999995,232.0000014,15.65442276,0.14527845,1,54.57319452,1993.173913,903.3695652,"R2+TPO"
"40742",175,14.93083843,15,15,11.38175212,15.59868141,8.840483119,14.30087408,62,175,14,12,14,0.776724271,0.916800189,14.67757542,0.505454279,1.071428571,2,0.8,16.75973198,4.145366676,4.673837839,7890.000027,453.0000069,18.99325559,0.14800995,1,58.44752218,6780.49,3593.91,"R3+TPO"
"40903",157,14.14213562,14,14,9.215111169,14.50886423,7.759088914,13.77980319,60,157,14,12,14,0.841996235,0.949750647,14.93360725,0.498881491,1,4,0.857142857,9.451361525,6.830795211,10.33243282,4885.000008,291,16.5098436,0.151797603,1,52.1165857,4145.666667,2299.37037,"R2+TPO"
"40982",153,13.96081869,14,14,9.756497323,14.58318508,8.957154766,13.3897446,58,153,14,10,13,0.918070745,0.91816325,14.07924112,0.469104085,1.076923077,1,0.714285714,6.57532448,3.555501327,2.314903839,6629,2850.000031,32.20972037,0.218476904,1,79.38539383,4478.0625,572.1339286,"R4+TPO"
"40988",147,13.68433946,13,13,10.43421162,13.84845655,8.658527506,13.54450197,56,147,14,12,13,0.82982096,0.978051375,16.11781283,0.519162583,1,4,0.923076923,8.33183162,7.567166369,5.779490087,4289.000017,344.0000029,14.87270677,0.13229572,1,45.12643475,3046.198276,2218.603448,"R2+TPO"
"41055",129,12.81917354,13,13,8.148380938,13.20044259,7.464632117,12.46933313,54,129,12,12,12,0.916087769,0.944614777,13.70818008,0.580671965,1.083333333,1,0.923076923,2.213146297,7.201104689,1.178955727,4258,317.9999924,17.9644474,0.148220065,1,49.93902297,2708.12,3371.88,"R2+TPO"
"41190",136,13.16238609,13,13,8.95580005,13.37672906,7.325467582,13.06239903,56,136,14,12,13,0.81795792,0.976501727,11.02631309,0.564200111,1,4,0.923076923,8.526003183,4.587396705,8.647432213,3909,367.0000002,13.14967447,0.134993447,1,50.35919798,1900.807692,1999.269231,"R2+TPO"
"41201",182,15.2265273,15,15,10.02609404,15.59517522,9.058482178,14.86313282,64,182,16,14,15,0.903490646,0.953059687,16.13794438,0.499029823,1,4,0.933333333,3.385510066,6.345872565,9.800747925,7148.000001,679.9999962,28.52545168,0.172781855,1,63.21034941,8595.1875,4942.375,"R3+TPO"
"41290",309,19.84012533,20,20,16.57465565,20.36620296,15.34323278,19.33673466,82,309,20,18,19,0.925704467,0.949452124,20.20265514,0.477955132,1.052631579,1,0.9,5.359807814,5.271363611,0.927684888,11698.00002,6166.000133,28.26583534,0.225762712,1,78.75334998,8095.107143,3151.028571,"R4+TPO"
"41333",178,15.05827322,16,16,9.048517052,16.18780563,7.805919365,14.07276862,64,178,14,12,14,0.862673886,0.86934381,11.46363905,0.559756978,1.142857143,4,0.75,10.00506268,4.204019348,8.762639977,8003.000023,352.9999962,20.63425445,0.188869153,1,70.91010724,6096.464286,3115.696429,"R3+TPO"
"41432",153,13.96081869,14,14,9.52561556,14.34397789,7.162986212,13.65129844,58,153,14,12,13,0.751970953,0.951709389,13.44204337,0.488075778,1.076923077,3,0.857142857,11.95441487,10.77725497,1.425600173,5568.999961,408.9999998,30.85827911,0.216755319,1,72.95158054,2768.38,1778.035,"R2+TPO"
"41472",125,12.61886163,13,13,9.897076091,13.0817459,7.705756021,12.28803468,54,125,12,10,12,0.778589146,0.939326813,11.40472477,0.59275085,1.083333333,4,0.769230769,14.0554985,10.36311498,8.225752543,3254.999976,382.9999907,16.07601525,0.112820513,1,42.64546006,7370.75,3962.9375,"R3+TPO"
"41502",185,15.35150774,15,15,12.80943865,15.57451566,11.28847722,15.14574383,64,185,16,14,15,0.881262445,0.972469653,16.68067591,0.503061407,1,1,0.933333333,6.92939894,2.965098765,4.379130578,5949,310,14.7307731,0.113256113,1,39.91036853,14261.14286,3387.142857,"R4+TPO"
"41551",505,25.36359797,25,25,25.67846264,25.59838976,21.08974229,25.12750668,104,505,26,22,25,0.821300815,0.981604973,28.49629312,0.356657453,1,1,0.88,6.307469127,2.642619435,0.920324297,15688,4272,23.3788477,0.198891199,1,69.95492811,21558.3125,4102.6875,"R4+TPO"
"41615",152,13.91512031,18,18,17.10820138,17.90049222,4.230207656,11.22905913,64,152,12,10,12,0.247261975,0.627304489,4.488348938,0.209857709,1.5,4,0.555555556,63.77497814,22.88872297,37.35928653,3850.000002,494.0000038,20.59475274,0.260196906,1,62.83458882,9826.75,1624.5,"R4+TPO"
"41715",138,13.25881512,13,13,9.521410074,13.49382871,6.185068169,13.04068303,56,138,14,12,13,0.649595818,0.966418302,13.88380037,0.498502507,1,2,0.923076923,21.4968933,7.20714651,2.297219843,4231,326,20.27533988,0.174966353,1,57.08644188,2415.75,1618.269231,"R2+TPO"
"41794",156,14.09702503,15,15,10.15909509,15.39788398,8.710672423,12.94662999,60,156,14,10,13,0.857426015,0.840805789,10.79965655,0.486236291,1.153846154,1,0.666666667,12.930473,4.845124456,2.698611169,4358.000005,355.0000045,15.99731438,0.136884693,1,48.03488932,6811.40625,578.0260417,"R4+TPO"
"41816",144,13.54398355,14,14,9.033403413,13.90276278,7.219707944,13.19471609,58,144,14,12,13,0.799223461,0.949071512,14.65506699,0.507603366,1.076923077,3,0.857142857,10.88460314,10.58570203,5.726299431,3837.000004,509.0000033,15.78225319,0.152631579,1,56.55247848,3304.16,1685.8,"R2+TPO"
"41886",141,13.40215783,17,17,15.35920741,18.24635924,6.212948984,10.15032654,63,141,10,8,10,0.404509739,0.556293253,4.2014657,0.521089943,1.7,4,0.470588235,54.38013776,5.014207989,20.49020686,4329,725.9999666,14.95117223,0.110421836,1,40.61898592,7070.259259,4608.611111,"R3+TPO"
"41903",153,13.96081869,14,14,9.669877243,14.75368831,6.54213244,13.24381732,58,153,14,12,13,0.676547621,0.897661455,12.59775231,0.50322165,1.076923077,3,0.857142857,20.72950808,13.98954291,2.832956485,5795.000006,248.0000062,9.137251411,0.114302813,1,46.90454649,6816.75,6548.5,"R3+TPO"
"41945",125,12.61886163,13,13,10.56130058,13.91081837,7.226060146,11.50276681,56,125,12,12,11,0.684201732,0.826893609,8.689207304,0.600959023,1.181818182,2,0.923076923,22.95440066,1.418462855,4.22332028,2873.000032,397.9999943,8.208251135,0.082785808,1,33.24140454,788.8571429,576.6785714,"R2+TPO"
"41947",184,15.30996096,21,21,13.25787827,20.04883494,11.31028197,13.81693306,74,12,14,2,16,0.853098946,0.689163889,4.096843648,0.492885122,1.3125,4,0.095238095,14.66909554,11.50206885,10.9085045,5067,337,11.12387661,0.100990099,2,38.82231004,6777.785714,1922.660714,"R4+TPO"
"41968",224,16.89231537,17,17,12.03903417,17.58213634,10.44144882,16.21994433,70,224,16,14,16,0.867299542,0.92252409,17.55572438,0.524611465,1.0625,1,0.823529412,9.467652119,3.718576777,1.433708226,8923,652,28.74334622,0.202640264,1,80.80713242,6157.875,1447.625,"R4+TPO"
"41998",138,13.25881512,14,14,9.49555421,14.18902968,7.666281583,12.36175569,56,138,12,12,12,0.807354833,0.871219242,13.19156845,0.548380998,1.166666667,4,0.857142857,11.80684528,7.93874357,8.245476546,4383,262.0000014,21.48641463,0.131561892,1,45.53186644,5015.75,2393,"R3+TPO"
"42007",145,13.59092991,13,13,8.0973405,13.74645748,6.842192,13.45341885,56,145,14,12,13,0.844992501,0.978682607,15.81077267,0.528339148,1,4,0.923076923,8.510313685,2.299006143,5.522206024,5750.999978,544.00001,19.23568673,0.178871549,1,66.49203684,2151.777778,1542.430556,"R2+TPO"
"42019",134,13.06524538,13,13,7.396527247,13.47386128,6.796345333,12.67181561,54,134,12,12,12,0.918856256,0.940473955,15.27675158,0.518360555,1.083333333,4,0.923076923,1.653347862,4.781677337,6.516126272,5707.000006,372.000001,14.84187104,0.169005491,1,62.75491299,4506.321429,3106.910714,"R3+TPO"
"42115",133,13.01640317,13,13,7.786553723,13.4937104,6.779878919,12.55576735,54,133,12,12,12,0.870716258,0.930490353,14.84398519,0.536533124,1.083333333,4,0.923076923,4.668851079,3.469204404,6.912619692,5648,443.9999771,19.30288603,0.131386861,1,55.39894524,5251.335,3987.84,"R3+TPO"
"42190",488,24.93303132,26,26,25.75103949,25.68821038,21.41618857,24.21717015,104,488,24,22,24,0.831663071,0.942734811,22.99114133,0.387107168,1.083333333,3,0.846153846,10.18018549,8.990477092,0.882721078,16887,10023,34.1180295,0.260330579,1,92.60322101,16165.31563,5124.05,"R4+TPO"
"42555",153,13.96081869,14,14,11.4582905,14.56263679,8.422803164,13.38249975,60,153,14,12,14,0.735083751,0.918961308,13.59912764,0.537306618,1,4,0.857142857,13.3635335,8.602454497,10.18786855,4641.00001,403.0000043,9.766914874,0.091823899,1,34.98195284,6680.387097,4690.967742,"R3+TPO"
"42713",182,15.2265273,15,15,10.05924029,15.29777584,7.632446691,15.12480889,64,182,16,14,15,0.758749813,0.988693327,19.00203545,0.522839418,1,1,0.933333333,11.23716522,4.636776038,3.766161953,8034.000034,1929.999985,22.18490593,0.20990566,1,81.12403215,4529.758065,2683.903226,"R3+TPO"
"42878",130,12.86876434,13,13,9.530126358,13.1326154,8.711646633,12.62731982,54,130,12,12,12,0.914116593,0.961523614,14.94283547,0.51260299,1.083333333,3,0.923076923,3.623600537,11.92595395,1.237742517,4175.000001,487.9999992,10.22803741,0.092707046,1,40.28941233,4028.479167,6786.320833,"R3+TPO"
"43019",140,13.35454788,13,13,9.368784584,13.64206021,8.404621259,13.16480734,56,140,14,12,13,0.897087683,0.965016071,12.40615304,0.536166776,1,3,0.923076923,6.005347771,20.68909516,8.635660545,3684.999977,425.999999,12.36140724,0.105401845,1,40.51507404,6285.333333,2615.666667,"R4+TPO"
"43042",142,13.44959924,14,14,10.17022061,14.11742118,6.101709267,12.85007879,58,142,14,12,13,0.599958398,0.910228478,12.16726723,0.460673649,1.076923077,2,0.857142857,23.15358149,9.239231564,4.647622371,4695.000005,1233.000004,20.27473392,0.187114462,1,55.94732171,2390.125,1985.875,"R2+TPO"
"43083",129,12.81917354,13,13,8.006852381,13.27299385,6.881826665,12.36566944,54,129,12,12,12,0.859492137,0.931641315,14.58205254,0.52429061,1.083333333,4,0.923076923,6.622578039,1.537746834,12.05928875,4230.999991,186.9999976,16.19440494,0.122486289,1,48.16704079,1857.080357,1438.526786,"R2+TPO"
"43329",146,13.63771466,14,14,7.71285055,14.33460489,6.885886636,12.96909659,58,146,14,12,13,0.892781027,0.90474043,13.56113653,0.497934966,1.076923077,1,0.857142857,8.110226817,6.424269425,4.470063061,5243.999997,637.9999998,19.07651686,0.17146433,1,63.95863309,5393.566964,2023.196429,"R4+TPO"
"43343",142,13.44959924,14,14,9.472089305,13.84859489,7.712999496,13.05124694,58,142,14,12,13,0.814287033,0.94242391,14.58858393,0.546814262,1.076923077,1,0.857142857,9.97771287,1.207023116,3.819298958,4263.999998,532.9999938,9.508767972,0.1043257,1,35.52443552,5035.4,3923,"R3+TPO"
"43610",134,13.06524538,13,13,9.977497149,13.60066307,8.06259126,12.56338438,54,134,12,12,12,0.808077531,0.923733226,14.23238705,0.433118289,1.083333333,4,0.923076923,7.746744508,5.523059935,6.324017619,3777.999995,232,21.64770274,0.125083612,1,48.45665364,5561.648148,1156.481481,"R4+TPO"
"43648",149,13.77711571,14,14,8.289431952,14.17349483,7.229197551,13.4290296,58,149,14,12,13,0.872098063,0.947474829,13.53389723,0.542841006,1.076923077,1,0.857142857,8.967086616,4.199954257,2.521663914,6280.000003,216.9999969,17.0787301,0.158150852,1,58.20409581,5356.464286,4489.357143,"R3+TPO"
"43781",178,15.05827322,15,15,10.11730808,15.22813237,8.260885479,14.86500998,64,178,16,14,15,0.816510224,0.976154503,18.18629788,0.548960681,1,1,0.933333333,8.150599191,2.649172655,0.69280573,7647.999962,665.0000155,32.17911856,0.213618158,1,75.66365467,6098.357143,4553.455357,"R3+TPO"
"43911",135,13.11390568,13,13,8.010976326,13.48574124,7.506843226,12.7984962,54,135,12,12,12,0.937069705,0.949039135,14.28686082,0.527559401,1.083333333,4,0.923076923,2.818819732,7.144054351,7.52499394,5347,193,26.57134121,0.148805879,1,59.30263968,2354.37069,1934.646552,"R2+TPO"
"43922",127,12.71941192,13,13,9.301928183,13.33789553,6.870385854,12.16939681,54,127,12,12,12,0.738598032,0.912392572,11.74071189,0.536146596,1.083333333,3,0.923076923,15.98004938,10.11474395,3.467930078,3288.999999,746.0000051,7.550380685,0.090234858,1,34.86084575,5996,6489.8,"R3+TPO"
"44107",128,12.76939015,13,13,9.101804657,13.19645781,7.086314709,12.36805302,54,128,12,12,12,0.778561502,0.937225216,13.14230267,0.547991779,1.083333333,1,0.923076923,11.37767566,3.403943539,2.111649437,3569,504.0000024,13.54436488,0.133024487,1,44.96226717,1945,1725,"R2+TPO"
"44204",142,13.44959924,14,14,9.913526567,14.06894783,7.843060651,12.99358324,58,142,14,12,13,0.791147388,0.923564676,10.72582577,0.566005364,1.076923077,4,0.857142857,13.90797616,6.307297613,6.82066313,3295.999993,532.9999967,10.781487,0.119840213,1,38.31057438,3568.678571,2040.419643,"R2+TPO"
"44217",170,14.71599502,15,15,12.01519141,15.58104379,9.529935689,13.92781445,62,170,14,12,14,0.79315721,0.893894828,13.01194409,0.455964928,1.071428571,4,0.8,14.65757764,4.919931279,7.570711009,4623,1189,11.63111524,0.121333333,1,46.56245722,5735.930556,1517.25,"R4+TPO"
"44272",126,12.66923653,13,13,8.215548117,13.02724991,6.792045003,12.30759736,54,126,12,10,12,0.826730597,0.944757907,14.58091644,0.537375279,1.083333333,1,0.769230769,9.340972172,7.457440248,3.606233857,4071,261,20.37610334,0.139855548,1,49.36416896,2148.333333,2133.666667,"R2+TPO"
"44569",169,14.67264885,14,14,11.89675114,14.84252073,10.59815455,14.50823823,60,169,14,14,14,0.890844435,0.97747805,18.3811199,0.485633814,1,1,1,5.657984349,1.239384499,2.054595393,4396.00001,2844.999986,13.38844477,0.121328225,1,46.23925189,3257.585,673.605,"R1+TPO"
